t_min,mode,illumination,rail_mw,battery_v_loaded,soc_percent,charge_mw
0.0,sunlight_active,1.0,33.165,3.7795,60.0046,1653.0
1.0,sunlight_active,1.0,33.165,3.7812,60.2782,1653.0
2.0,sunlight_active,1.0,33.165,3.7828,60.5517,1653.0
3.0,sunlight_active,1.0,33.165,3.7844,60.8251,1653.0
4.0,sunlight_active,1.0,33.165,3.7861,61.0984,1653.0
5.0,sunlight_active,1.0,33.165,3.7877,61.3716,1653.0
6.0,sunlight_active,1.0,33.165,3.7894,61.6446,1653.0
7.0,sunlight_active,1.0,33.165,3.791,61.9176,1653.0
8.0,sunlight_active,1.0,33.165,3.7926,62.1904,1653.0
9.0,sunlight_active,1.0,33.165,3.7943,62.4631,1653.0
10.0,sunlight_active,1.0,33.165,3.7959,62.7357,1653.0
11.0,sunlight_active,1.0,33.165,3.7975,63.0081,1653.0
12.0,sunlight_active,1.0,33.165,3.7992,63.2805,1653.0
13.0,sunlight_active,1.0,33.165,3.8008,63.5527,1653.0
14.0,sunlight_active,1.0,33.165,3.8024,63.8248,1653.0
15.0,sunlight_active,1.0,33.165,3.8041,64.0968,1653.0
16.0,sunlight_active,1.0,33.165,3.8057,64.3687,1653.0
17.0,sunlight_active,1.0,33.165,3.8073,64.6405,1653.0
18.0,sunlight_active,1.0,33.165,3.809,64.9121,1653.0
19.0,sunlight_active,1.0,33.165,3.8106,65.1836,1653.0
20.0,sunlight_active,1.0,33.165,3.8122,65.4551,1653.0
21.0,sunlight_active,1.0,33.165,3.8138,65.7264,1653.0
22.0,sunlight_active,1.0,33.165,3.8155,65.9975,1653.0
23.0,sunlight_active,1.0,33.165,3.8171,66.2686,1653.0
24.0,sunlight_active,1.0,33.165,3.8187,66.5396,1653.0
25.0,sunlight_active,1.0,33.165,3.8204,66.8104,1653.0
26.0,sunlight_active,1.0,33.165,3.822,67.0811,1653.0
27.0,sunlight_active,1.0,33.165,3.8236,67.3517,1653.0
28.0,sunlight_active,1.0,33.165,3.8252,67.6222,1653.0
29.0,sunlight_active,1.0,33.165,3.8268,67.8926,1653.0
30.0,sunlight_active,1.0,33.165,3.8285,68.1629,1653.0
31.0,sunlight_active,1.0,33.165,3.8301,68.433,1653.0
32.0,sunlight_active,1.0,33.165,3.8317,68.703,1653.0
33.0,sunlight_active,1.0,33.165,3.8333,68.973,1653.0
34.0,sunlight_active,1.0,33.165,3.8349,69.2428,1653.0
35.0,sunlight_active,1.0,33.165,3.8366,69.5124,1653.0
36.0,sunlight_active,1.0,33.165,3.8382,69.782,1653.0
37.0,sunlight_active,1.0,33.165,3.8399,70.0515,1653.0
38.0,sunlight_active,1.0,33.165,3.8417,70.3208,1653.0
39.0,sunlight_active,1.0,33.165,3.8436,70.59,1653.0
40.0,sunlight_active,1.0,33.165,3.8455,70.8591,1653.0
41.0,sunlight_active,1.0,33.165,3.8474,71.128,1653.0
42.0,sunlight_active,1.0,33.165,3.8493,71.3969,1653.0
43.0,sunlight_active,1.0,33.165,3.8512,71.6655,1653.0
44.0,sunlight_active,1.0,33.165,3.853,71.9341,1653.0
45.0,sunlight_active,1.0,33.165,3.8549,72.2025,1653.0
46.0,sunlight_active,1.0,33.165,3.8568,72.4708,1653.0
47.0,sunlight_active,1.0,33.165,3.8587,72.7389,1653.0
48.0,sunlight_active,1.0,33.165,3.8605,73.007,1653.0
49.0,sunlight_active,1.0,33.165,3.8624,73.2749,1653.0
50.0,sunlight_active,1.0,33.165,3.8643,73.5426,1653.0
51.0,sunlight_active,1.0,33.165,3.8662,73.8103,1653.0
52.0,sunlight_active,1.0,33.165,3.868,74.0778,1653.0
53.0,sunlight_active,1.0,33.165,3.8699,74.3452,1653.0
54.0,sunlight_active,1.0,33.165,3.8718,74.6124,1653.0
55.0,sunlight_active,1.0,33.165,3.8737,74.8795,1653.0
56.0,sunlight_active,1.0,33.165,3.8755,75.1465,1653.0
57.0,eclipse_low,0.0,2.458,3.8778,75.4089,0.0
58.0,eclipse_low,0.0,2.458,3.8778,75.4084,0.0
59.0,eclipse_low,0.0,2.458,3.8778,75.408,0.0
60.0,eclipse_low,0.0,2.458,3.8778,75.4075,0.0
61.0,eclipse_low,0.0,2.458,3.8778,75.407,0.0
62.0,eclipse_low,0.0,2.458,3.8778,75.4065,0.0
63.0,eclipse_low,0.0,2.458,3.8778,75.406,0.0
64.0,eclipse_low,0.0,2.458,3.8778,75.4056,0.0
65.0,eclipse_low,0.0,2.458,3.8778,75.4051,0.0
66.0,eclipse_low,0.0,2.458,3.8778,75.4046,0.0
67.0,eclipse_low,0.0,2.458,3.8778,75.4041,0.0
68.0,eclipse_low,0.0,2.458,3.8778,75.4037,0.0
69.0,eclipse_low,0.0,2.458,3.8778,75.4032,0.0
70.0,eclipse_low,0.0,2.458,3.8778,75.4027,0.0
71.0,eclipse_low,0.0,2.458,3.8778,75.4022,0.0
72.0,eclipse_low,0.0,2.458,3.8778,75.4017,0.0
73.0,eclipse_low,0.0,2.458,3.8778,75.4013,0.0
74.0,eclipse_low,0.0,2.458,3.8778,75.4008,0.0
75.0,eclipse_low,0.0,2.458,3.8778,75.4003,0.0
76.0,eclipse_low,0.0,2.458,3.8778,75.3998,0.0
77.0,eclipse_low,0.0,2.458,3.8778,75.3994,0.0
78.0,eclipse_low,0.0,2.458,3.8778,75.3989,0.0
79.0,eclipse_low,0.0,2.458,3.8778,75.3984,0.0
80.0,eclipse_low,0.0,2.458,3.8777,75.3979,0.0
81.0,eclipse_low,0.0,2.458,3.8777,75.3974,0.0
82.0,eclipse_low,0.0,2.458,3.8777,75.397,0.0
83.0,eclipse_low,0.0,2.458,3.8777,75.3965,0.0
84.0,eclipse_low,0.0,2.458,3.8777,75.396,0.0
85.0,eclipse_low,0.0,2.458,3.8777,75.3955,0.0
86.0,eclipse_low,0.0,2.458,3.8777,75.395,0.0
87.0,eclipse_low,0.0,2.458,3.8777,75.3946,0.0
88.0,eclipse_low,0.0,2.458,3.8777,75.3941,0.0
89.0,eclipse_low,0.0,2.458,3.8777,75.3936,0.0
90.0,eclipse_low,0.0,2.458,3.8777,75.3931,0.0
91.0,eclipse_low,0.0,2.458,3.8777,75.3927,0.0
92.0,eclipse_low,0.0,2.458,3.8777,75.3922,0.0
93.0,eclipse_low,0.0,2.458,3.8777,75.3917,0.0
94.0,eclipse_low,0.0,2.458,3.8777,75.3912,0.0
95.0,sunlight_active,1.0,33.165,3.8773,75.3952,1653.0
96.0,sunlight_active,1.0,33.165,3.8791,75.6619,1653.0
97.0,sunlight_active,1.0,33.165,3.881,75.9286,1653.0
98.0,sunlight_active,1.0,33.165,3.8829,76.195,1653.0
99.0,sunlight_active,1.0,33.165,3.8847,76.4614,1653.0
100.0,sunlight_active,1.0,33.165,3.8866,76.7276,1653.0
101.0,sunlight_active,1.0,33.165,3.8885,76.9937,1653.0
102.0,sunlight_active,1.0,33.165,3.8903,77.2597,1653.0
103.0,sunlight_active,1.0,33.165,3.8922,77.5255,1653.0
104.0,sunlight_active,1.0,33.165,3.894,77.7913,1653.0
105.0,sunlight_active,1.0,33.165,3.8959,78.0569,1653.0
106.0,sunlight_active,1.0,33.165,3.8978,78.3223,1653.0
107.0,sunlight_active,1.0,33.165,3.8996,78.5877,1653.0
108.0,sunlight_active,1.0,33.165,3.9015,78.8529,1653.0
109.0,sunlight_active,1.0,33.165,3.9033,79.118,1653.0
110.0,sunlight_active,1.0,33.165,3.9052,79.3829,1653.0
111.0,sunlight_active,1.0,33.165,3.907,79.6478,1653.0
112.0,sunlight_active,1.0,33.165,3.9089,79.9125,1653.0
113.0,sunlight_active,1.0,33.165,3.9114,80.177,1653.0
114.0,sunlight_active,1.0,33.165,3.9144,80.4414,1653.0
115.0,sunlight_active,1.0,33.165,3.9173,80.7056,1653.0
116.0,sunlight_active,1.0,33.165,3.9202,80.9696,1653.0
117.0,sunlight_active,1.0,33.165,3.9231,81.2334,1653.0
118.0,sunlight_active,1.0,33.165,3.926,81.497,1653.0
119.0,sunlight_active,1.0,33.165,3.9289,81.7604,1653.0
120.0,sunlight_active,1.0,33.165,3.9318,82.0236,1653.0
121.0,sunlight_active,1.0,33.165,3.9347,82.2866,1653.0
122.0,sunlight_active,1.0,33.165,3.9375,82.5494,1653.0
123.0,sunlight_active,1.0,33.165,3.9404,82.812,1653.0
124.0,sunlight_active,1.0,33.165,3.9433,83.0745,1653.0
125.0,sunlight_active,1.0,33.165,3.9462,83.3367,1653.0
126.0,sunlight_active,1.0,33.165,3.9491,83.5987,1653.0
127.0,sunlight_active,1.0,33.165,3.952,83.8606,1653.0
128.0,sunlight_active,1.0,33.165,3.9549,84.1223,1653.0
129.0,sunlight_active,1.0,33.165,3.9577,84.3837,1653.0
130.0,sunlight_active,1.0,33.165,3.9606,84.645,1653.0
131.0,sunlight_active,1.0,33.165,3.9635,84.9061,1653.0
132.0,sunlight_active,1.0,33.165,3.9663,85.167,1653.0
133.0,sunlight_active,1.0,33.165,3.9692,85.4278,1653.0
134.0,sunlight_active,1.0,33.165,3.9721,85.6883,1653.0
135.0,sunlight_active,1.0,33.165,3.9749,85.9486,1653.0
136.0,sunlight_active,1.0,33.165,3.9778,86.2088,1653.0
137.0,sunlight_active,1.0,33.165,3.9807,86.4688,1653.0
138.0,sunlight_active,1.0,33.165,3.9835,86.7286,1653.0
139.0,sunlight_active,1.0,33.165,3.9864,86.9882,1653.0
140.0,sunlight_active,1.0,33.165,3.9892,87.2476,1653.0
141.0,sunlight_active,1.0,33.165,3.9921,87.5068,1653.0
142.0,sunlight_active,1.0,33.165,3.9949,87.7658,1653.0
143.0,sunlight_active,1.0,33.165,3.9978,88.0247,1653.0
144.0,sunlight_active,1.0,33.165,4.0006,88.2834,1653.0
145.0,sunlight_active,1.0,33.165,4.0035,88.5418,1653.0
146.0,sunlight_active,1.0,33.165,4.0063,88.8002,1653.0
147.0,sunlight_active,1.0,33.165,4.0092,89.0583,1653.0
148.0,sunlight_active,1.0,33.165,4.012,89.3162,1653.0
149.0,sunlight_active,1.0,33.165,4.0148,89.574,1653.0
150.0,sunlight_active,1.0,33.165,4.0177,89.8315,1653.0
151.0,sunlight_active,1.0,33.165,4.0211,90.0889,1653.0
152.0,eclipse_low,0.0,2.458,4.0261,90.3418,0.0
153.0,eclipse_low,0.0,2.458,4.0261,90.3413,0.0
154.0,eclipse_low,0.0,2.458,4.0261,90.3408,0.0
155.0,eclipse_low,0.0,2.458,4.0261,90.3404,0.0
156.0,eclipse_low,0.0,2.458,4.0261,90.3399,0.0
157.0,eclipse_low,0.0,2.458,4.0261,90.3395,0.0
158.0,eclipse_low,0.0,2.458,4.0261,90.339,0.0
159.0,eclipse_low,0.0,2.458,4.0261,90.3385,0.0
160.0,eclipse_low,0.0,2.458,4.026,90.3381,0.0
161.0,eclipse_low,0.0,2.458,4.026,90.3376,0.0
162.0,eclipse_low,0.0,2.458,4.026,90.3372,0.0
163.0,eclipse_low,0.0,2.458,4.026,90.3367,0.0
164.0,eclipse_low,0.0,2.458,4.026,90.3362,0.0
165.0,eclipse_low,0.0,2.458,4.026,90.3358,0.0
166.0,eclipse_low,0.0,2.458,4.026,90.3353,0.0
167.0,eclipse_low,0.0,2.458,4.026,90.3349,0.0
168.0,eclipse_low,0.0,2.458,4.026,90.3344,0.0
169.0,eclipse_low,0.0,2.458,4.026,90.3339,0.0
170.0,eclipse_low,0.0,2.458,4.026,90.3335,0.0
171.0,eclipse_low,0.0,2.458,4.026,90.333,0.0
172.0,eclipse_low,0.0,2.458,4.0259,90.3325,0.0
173.0,eclipse_low,0.0,2.458,4.0259,90.3321,0.0
174.0,eclipse_low,0.0,2.458,4.0259,90.3316,0.0
175.0,eclipse_low,0.0,2.458,4.0259,90.3312,0.0
176.0,eclipse_low,0.0,2.458,4.0259,90.3307,0.0
177.0,eclipse_low,0.0,2.458,4.0259,90.3302,0.0
178.0,eclipse_low,0.0,2.458,4.0259,90.3298,0.0
179.0,eclipse_low,0.0,2.458,4.0259,90.3293,0.0
180.0,eclipse_low,0.0,2.458,4.0259,90.3289,0.0
181.0,eclipse_low,0.0,2.458,4.0259,90.3284,0.0
182.0,eclipse_low,0.0,2.458,4.0259,90.3279,0.0
183.0,eclipse_low,0.0,2.458,4.0259,90.3275,0.0
184.0,eclipse_low,0.0,2.458,4.0259,90.327,0.0
185.0,eclipse_low,0.0,2.458,4.0258,90.3266,0.0
186.0,eclipse_low,0.0,2.458,4.0258,90.3261,0.0
187.0,eclipse_low,0.0,2.458,4.0258,90.3256,0.0
188.0,eclipse_low,0.0,2.458,4.0258,90.3252,0.0
189.0,eclipse_low,0.0,2.458,4.0258,90.3247,0.0
190.0,sunlight_active,1.0,33.165,4.0254,90.3285,1653.0
191.0,sunlight_active,1.0,33.165,4.0301,90.5854,1653.0
192.0,sunlight_active,1.0,33.165,4.0347,90.8419,1653.0
193.0,sunlight_active,1.0,33.165,4.0393,91.0982,1653.0
194.0,sunlight_active,1.0,33.165,4.0439,91.3542,1653.0
195.0,sunlight_active,1.0,33.165,4.0485,91.6098,1653.0
196.0,sunlight_active,1.0,33.165,4.0531,91.8652,1653.0
197.0,sunlight_active,1.0,33.165,4.0577,92.1203,1653.0
198.0,sunlight_active,1.0,33.165,4.0623,92.3751,1653.0
199.0,sunlight_active,1.0,33.165,4.0669,92.6296,1653.0
200.0,sunlight_active,1.0,33.165,4.0714,92.8838,1653.0
201.0,sunlight_active,1.0,33.165,4.076,93.1378,1653.0
202.0,sunlight_active,1.0,33.165,4.0806,93.3914,1653.0
203.0,sunlight_active,1.0,33.165,4.0851,93.6448,1653.0
204.0,sunlight_active,1.0,33.165,4.0897,93.8979,1653.0
205.0,sunlight_active,1.0,33.165,4.0942,94.1507,1653.0
206.0,sunlight_active,1.0,33.165,4.0988,94.4033,1653.0
207.0,sunlight_active,1.0,33.165,4.1033,94.6555,1653.0
208.0,sunlight_active,1.0,33.165,4.1079,94.9075,1653.0
209.0,sunlight_active,1.0,33.165,4.1124,95.1592,1653.0
210.0,sunlight_active,1.0,33.165,4.1169,95.4106,1653.0
211.0,sunlight_active,1.0,33.165,4.1214,95.6617,1653.0
212.0,sunlight_active,1.0,33.165,4.126,95.9126,1653.0
213.0,sunlight_active,1.0,33.165,4.1305,96.1632,1653.0
214.0,sunlight_active,1.0,33.165,4.135,96.4135,1653.0
215.0,sunlight_active,1.0,33.165,4.1395,96.6635,1653.0
216.0,sunlight_active,1.0,33.165,4.144,96.9133,1653.0
217.0,sunlight_active,1.0,33.165,4.1485,97.1628,1653.0
218.0,sunlight_active,1.0,33.165,4.1529,97.4121,1653.0
219.0,sunlight_active,1.0,33.165,4.1574,97.661,1653.0
220.0,sunlight_active,1.0,33.165,4.1619,97.9097,1653.0
221.0,sunlight_active,1.0,33.165,4.1664,98.1582,1653.0
222.0,sunlight_active,1.0,33.165,4.1708,98.4063,1653.0
223.0,sunlight_active,1.0,33.165,4.1753,98.6542,1653.0
224.0,sunlight_active,1.0,33.165,4.1798,98.9018,1653.0
225.0,sunlight_active,1.0,33.165,4.1842,99.1492,1653.0
226.0,sunlight_active,1.0,33.165,4.1887,99.3963,1653.0
227.0,sunlight_active,1.0,33.165,4.1931,99.6432,1653.0
228.0,sunlight_active,1.0,33.165,4.1976,99.8897,1653.0
229.0,sunlight_active,1.0,33.165,4.1995,100.0,39.0
230.0,sunlight_active,1.0,33.165,4.1995,100.0,39.0
231.0,sunlight_active,1.0,33.165,4.1995,100.0,39.0
232.0,sunlight_active,1.0,33.165,4.1995,100.0,39.0
233.0,sunlight_active,1.0,33.165,4.1995,100.0,39.0
234.0,sunlight_active,1.0,33.165,4.1995,100.0,39.0
235.0,sunlight_active,1.0,33.165,4.1995,100.0,39.0
236.0,sunlight_active,1.0,33.165,4.1995,100.0,39.0
237.0,sunlight_active,1.0,33.165,4.1995,100.0,39.0
238.0,sunlight_active,1.0,33.165,4.1995,100.0,39.0
239.0,sunlight_active,1.0,33.165,4.1995,100.0,39.0
240.0,sunlight_active,1.0,33.165,4.1995,100.0,39.0
241.0,sunlight_active,1.0,33.165,4.1995,100.0,39.0
242.0,sunlight_active,1.0,33.165,4.1995,100.0,39.0
243.0,sunlight_active,1.0,33.165,4.1995,100.0,39.0
244.0,sunlight_active,1.0,33.165,4.1995,100.0,39.0
245.0,sunlight_active,1.0,33.165,4.1995,100.0,39.0
246.0,sunlight_active,1.0,33.165,4.1995,100.0,39.0
247.0,eclipse_low,0.0,2.458,4.2,100.0,0.0
248.0,eclipse_low,0.0,2.458,4.2,99.9996,0.0
249.0,eclipse_low,0.0,2.458,4.1999,99.9991,0.0
250.0,eclipse_low,0.0,2.458,4.1999,99.9987,0.0
251.0,eclipse_low,0.0,2.458,4.1999,99.9982,0.0
252.0,eclipse_low,0.0,2.458,4.1999,99.9978,0.0
253.0,eclipse_low,0.0,2.458,4.1999,99.9973,0.0
254.0,eclipse_low,0.0,2.458,4.1999,99.9969,0.0
255.0,eclipse_low,0.0,2.458,4.1999,99.9965,0.0
256.0,eclipse_low,0.0,2.458,4.1999,99.996,0.0
257.0,eclipse_low,0.0,2.458,4.1999,99.9956,0.0
258.0,eclipse_low,0.0,2.458,4.1999,99.9951,0.0
259.0,eclipse_low,0.0,2.458,4.1999,99.9947,0.0
260.0,eclipse_low,0.0,2.458,4.1999,99.9943,0.0
261.0,eclipse_low,0.0,2.458,4.1999,99.9938,0.0
262.0,eclipse_low,0.0,2.458,4.1998,99.9934,0.0
263.0,eclipse_low,0.0,2.458,4.1998,99.9929,0.0
264.0,eclipse_low,0.0,2.458,4.1998,99.9925,0.0
265.0,eclipse_low,0.0,2.458,4.1998,99.992,0.0
266.0,eclipse_low,0.0,2.458,4.1998,99.9916,0.0
267.0,eclipse_low,0.0,2.458,4.1998,99.9912,0.0
268.0,eclipse_low,0.0,2.458,4.1998,99.9907,0.0
269.0,eclipse_low,0.0,2.458,4.1998,99.9903,0.0
270.0,eclipse_low,0.0,2.458,4.1998,99.9898,0.0
271.0,eclipse_low,0.0,2.458,4.1998,99.9894,0.0
272.0,eclipse_low,0.0,2.458,4.1998,99.989,0.0
273.0,eclipse_low,0.0,2.458,4.1998,99.9885,0.0
274.0,eclipse_low,0.0,2.458,4.1998,99.9881,0.0
275.0,eclipse_low,0.0,2.458,4.1997,99.9876,0.0
276.0,eclipse_low,0.0,2.458,4.1997,99.9872,0.0
277.0,eclipse_low,0.0,2.458,4.1997,99.9867,0.0
278.0,eclipse_low,0.0,2.458,4.1997,99.9863,0.0
279.0,eclipse_low,0.0,2.458,4.1997,99.9859,0.0
280.0,eclipse_low,0.0,2.458,4.1997,99.9854,0.0
281.0,eclipse_low,0.0,2.458,4.1997,99.985,0.0
282.0,eclipse_low,0.0,2.458,4.1997,99.9845,0.0
283.0,eclipse_low,0.0,2.458,4.1997,99.9841,0.0
284.0,eclipse_low,0.0,2.458,4.1997,99.9837,0.0
285.0,sunlight_active,1.0,33.165,4.1993,99.9873,1653.0
286.0,sunlight_active,1.0,33.165,4.1995,100.0,39.0
287.0,sunlight_active,1.0,33.165,4.1995,100.0,39.0
288.0,sunlight_active,1.0,33.165,4.1995,100.0,39.0
289.0,sunlight_active,1.0,33.165,4.1995,100.0,39.0
290.0,sunlight_active,1.0,33.165,4.1995,100.0,39.0
291.0,sunlight_active,1.0,33.165,4.1995,100.0,39.0
292.0,sunlight_active,1.0,33.165,4.1995,100.0,39.0
293.0,sunlight_active,1.0,33.165,4.1995,100.0,39.0
294.0,sunlight_active,1.0,33.165,4.1995,100.0,39.0
295.0,sunlight_active,1.0,33.165,4.1995,100.0,39.0
296.0,sunlight_active,1.0,33.165,4.1995,100.0,39.0
297.0,sunlight_active,1.0,33.165,4.1995,100.0,39.0
298.0,sunlight_active,1.0,33.165,4.1995,100.0,39.0
299.0,sunlight_active,1.0,33.165,4.1995,100.0,39.0
300.0,sunlight_active,1.0,33.165,4.1995,100.0,39.0
301.0,sunlight_active,1.0,33.165,4.1995,100.0,39.0
302.0,sunlight_active,1.0,33.165,4.1995,100.0,39.0
303.0,sunlight_active,1.0,33.165,4.1995,100.0,39.0
304.0,sunlight_active,1.0,33.165,4.1995,100.0,39.0
305.0,sunlight_active,1.0,33.165,4.1995,100.0,39.0
306.0,sunlight_active,1.0,33.165,4.1995,100.0,39.0
307.0,sunlight_active,1.0,33.165,4.1995,100.0,39.0
